Detailed Statistics Cancellation  
Origin Airport: New York, NY: John F. Kennedy International (JFK)
Airline: United Airlines Inc. (UA)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021 and 2022

Carrier Code,Date (MM/DD/YYYY),Flight_Number,Tail Number,Destination Airport
"UA","03/06/2006","0025","","LAX"
"UA","03/08/2006","0021","","LAX"
"UA","03/25/2006","0029","","LAX"
"UA","04/05/2006","0031","","LAX"
"UA","04/16/2006","0015","","SFO"
"UA","06/26/2006","0023","","LAX"
"UA","07/22/2006","0009","","SFO"
"UA","07/25/2006","0015","","SFO"
"UA","07/27/2006","0905","N555UA","SFO"
"UA","07/30/2006","0015","","SFO"
"UA","08/25/2006","0011","","SFO"
"UA","08/25/2006","0021","","LAX"
"UA","09/01/2006","0806","","LAX"
"UA","09/11/2006","0031","","LAX"
"UA","09/24/2006","0021","","LAX"
"UA","09/28/2006","0021","","LAX"
"UA","10/07/2006","0025","","LAX"
"UA","10/13/2006","0029","","LAX"
"UA","10/16/2006","0023","","LAX"
"UA","11/14/2006","0027","","LAX"
"UA","11/27/2006","0051","","LAX"
"UA","12/01/2006","0027","","LAX"
"UA","12/01/2006","0051","","LAX"
"UA","12/01/2006","0905","","SFO"
"UA","12/05/2006","0009","N512UA","SFO"
"UA","01/09/2007","0005","N560UA","SFO"
"UA","01/21/2007","0029","","LAX"
"UA","02/03/2007","0051","","LAX"
"UA","02/07/2007","0005","","SFO"
"UA","02/13/2007","0009","","SFO"
"UA","02/14/2007","0005","N532UA","SFO"
"UA","02/14/2007","0009","N555UA","SFO"
"UA","02/14/2007","0011","","SFO"
"UA","02/14/2007","0015","","SFO"
"UA","02/14/2007","0017","","SFO"
"UA","02/14/2007","0023","","LAX"
"UA","02/14/2007","0025","","LAX"
"UA","02/14/2007","0027","","LAX"
"UA","02/14/2007","0029","","LAX"
"UA","02/14/2007","0033","","LAX"
"UA","02/14/2007","0839","","LAX"
"UA","02/14/2007","0891","","LAX"
"UA","02/14/2007","0893","N512UA","SFO"
"UA","02/14/2007","0905","","SFO"
"UA","02/23/2007","0009","","SFO"
"UA","03/03/2007","0029","","LAX"
"UA","03/06/2007","0027","","LAX"
"UA","03/16/2007","0011","","SFO"
"UA","03/16/2007","0015","","SFO"
"UA","03/16/2007","0017","","SFO"
"UA","03/16/2007","0025","N560UA","LAX"
"UA","03/16/2007","0027","","LAX"
"UA","03/16/2007","0029","","LAX"
"UA","03/16/2007","0033","","LAX"
"UA","03/16/2007","0839","","LAX"
"UA","03/16/2007","0905","","SFO"
"UA","03/17/2007","0005","","SFO"
"UA","03/17/2007","0009","","SFO"
"UA","03/17/2007","0011","","SFO"
"UA","03/17/2007","0023","","LAX"
"UA","03/17/2007","0025","","LAX"
"UA","03/17/2007","0891","","LAX"
"UA","03/17/2007","0893","","SFO"
"UA","04/02/2007","0023","","LAX"
"UA","04/04/2007","0025","","LAX"
"UA","04/15/2007","0017","","SFO"
"UA","04/15/2007","0033","","LAX"
"UA","04/15/2007","0839","","LAX"
"UA","04/17/2007","0005","","SFO"
"UA","04/24/2007","0839","","LAX"
"UA","04/29/2007","0005","","SFO"
"UA","04/30/2007","0015","","SFO"
"UA","05/01/2007","0017","","SFO"
"UA","05/05/2007","0027","","LAX"
"UA","05/31/2007","0033","","LAX"
"UA","06/08/2007","0027","","LAX"
"UA","06/25/2007","0015","","SFO"
"UA","06/26/2007","0027","","LAX"
"UA","06/27/2007","0019","","SFO"
"UA","07/03/2007","0015","","SFO"
"UA","07/10/2007","0021","","LAX"
"UA","07/11/2007","0839","","LAX"
"UA","07/12/2007","0017","","SFO"
"UA","07/12/2007","0021","","LAX"
"UA","07/18/2007","0019","","SFO"
"UA","07/18/2007","0033","","LAX"
"UA","07/24/2007","0033","","LAX"
"UA","07/30/2007","0027","","LAX"
"UA","07/31/2007","0891","","LAX"
"UA","08/12/2007","0027","","LAX"
"UA","08/25/2007","0021","","LAX"
"UA","10/07/2007","0017","","SFO"
"UA","10/11/2007","0029","","LAX"
"UA","10/30/2007","0029","","LAX"
"UA","11/11/2007","0891","","LAX"
"UA","11/24/2007","0015","","SFO"
"UA","11/30/2007","0011","N557UA","SFO"
"UA","12/13/2007","0015","","SFO"
"UA","12/13/2007","0017","","SFO"
"UA","12/13/2007","0027","","LAX"
"UA","12/13/2007","0029","","LAX"
"UA","12/13/2007","0839","","LAX"
"UA","12/16/2007","0005","","SFO"
"UA","12/16/2007","0011","","SFO"
"UA","12/16/2007","0891","","LAX"
"UA","12/17/2007","0877","","SFO"
"UA","12/18/2007","0005","","SFO"
"UA","12/24/2007","0007","","SFO"
"UA","12/24/2007","0893","","SFO"
"UA","12/25/2007","0011","","SFO"
"UA","12/25/2007","0019","","SFO"
"UA","12/25/2007","0033","","LAX"
"UA","12/25/2007","0839","","LAX"
"UA","12/25/2007","0891","","LAX"
"UA","12/26/2007","0011","","SFO"
"UA","12/26/2007","0019","","SFO"
"UA","12/26/2007","0033","","LAX"
"UA","12/26/2007","0839","","LAX"
"UA","12/31/2007","0017","","SFO"
"UA","01/03/2008","0891","","LAX"
"UA","01/04/2008","0019","","SFO"
"UA","01/04/2008","0029","","LAX"
"UA","01/05/2008","0025","","LAX"
"UA","01/05/2008","0893","","SFO"
"UA","01/06/2008","0891","","LAX"
"UA","01/07/2008","0877","","SFO"
"UA","01/08/2008","0053","","LAX"
"UA","01/14/2008","0005","","SFO"
"UA","01/14/2008","0023","","LAX"
"UA","01/14/2008","0047","","LAX"
"UA","01/14/2008","0877","","SFO"
"UA","01/14/2008","0891","","LAX"
"UA","01/14/2008","0893","","SFO"
"UA","01/17/2008","0017","","SFO"
"UA","01/19/2008","0015","","SFO"
"UA","01/19/2008","0023","","LAX"
"UA","01/23/2008","0005","","SFO"
"UA","01/30/2008","0023","","LAX"
"UA","02/01/2008","0019","","SFO"
"UA","02/08/2008","0015","","SFO"
"UA","02/11/2008","0047","","LAX"
"UA","02/12/2008","0017","N508UA","SFO"
"UA","02/12/2008","0839","N512UA","LAX"
"UA","02/20/2008","0027","","LAX"
"UA","02/22/2008","0015","","SFO"
"UA","02/22/2008","0017","","SFO"
"UA","02/22/2008","0027","","LAX"
"UA","02/22/2008","0029","","LAX"
"UA","02/22/2008","0839","","LAX"
"UA","04/02/2008","0893","","SFO"
"UA","04/26/2008","0023","","LAX"
"UA","05/16/2008","0011","","SFO"
"UA","06/04/2008","0053","","LAX"
"UA","06/10/2008","0029","","LAX"
"UA","06/11/2008","0087","","LAX"
"UA","06/13/2008","0087","","LAX"
"UA","06/15/2008","0021","","LAX"
"UA","06/16/2008","0009","N518UA","SFO"
"UA","06/16/2008","0087","","LAX"
"UA","06/20/2008","0087","","LAX"
"UA","06/22/2008","0015","","SFO"
"UA","06/24/2008","0009","","SFO"
"UA","06/24/2008","0027","","LAX"
"UA","07/02/2008","0029","","LAX"
"UA","07/14/2008","0009","","SFO"
"UA","07/20/2008","0019","","SFO"
"UA","07/23/2008","0017","N557UA","SFO"
"UA","07/23/2008","0027","N525UA","LAX"
"UA","07/23/2008","0033","N502UA","LAX"
"UA","07/24/2008","0033","","LAX"
"UA","07/25/2008","0009","","SFO"
"UA","07/27/2008","0033","","LAX"
"UA","08/03/2008","0837","","SFO"
"UA","08/06/2008","0011","","SFO"
"UA","08/11/2008","0017","","SFO"
"UA","08/11/2008","0893","N512UA","SFO"
"UA","08/12/2008","0023","","LAX"
"UA","08/14/2008","0017","N655UA","SFO"
"UA","08/15/2008","0015","","SFO"
"UA","08/15/2008","0019","","SFO"
"UA","08/18/2008","0015","","SFO"
"UA","08/23/2008","0087","","LAX"
"UA","09/03/2008","0015","","SFO"
"UA","09/05/2008","0029","","LAX"
"UA","09/07/2008","0005","","SFO"
"UA","09/09/2008","0005","","SFO"
"UA","09/09/2008","0019","","SFO"
"UA","09/09/2008","0839","","LAX"
"UA","09/16/2008","0005","","SFO"
"UA","09/19/2008","0015","","SFO"
"UA","09/28/2008","0021","","LAX"
"UA","11/02/2008","0011","","SFO"
"UA","11/21/2008","0863","","SFO"
"UA","12/19/2008","0029","","LAX"
"UA","01/10/2009","0025","","LAX"
"UA","01/10/2009","0863","","SFO"
"UA","01/11/2009","0005","","SFO"
"UA","01/11/2009","0007","","SFO"
"UA","01/11/2009","0891","","LAX"
"UA","01/27/2009","0025","","LAX"
"UA","02/03/2009","0863","","SFO"
"UA","02/04/2009","0053","","LAX"
"UA","02/26/2009","0011","","SFO"
"UA","02/27/2009","0015","","SFO"
"UA","03/02/2009","0005","","SFO"
"UA","03/02/2009","0007","","SFO"
"UA","03/02/2009","0011","","SFO"
"UA","03/02/2009","0023","","LAX"
"UA","03/02/2009","0029","","LAX"
"UA","03/02/2009","0053","","LAX"
"UA","03/02/2009","0891","","LAX"
"UA","03/02/2009","0893","","SFO"
"UA","03/17/2009","0023","","LAX"
"UA","03/21/2009","0007","","SFO"
"UA","04/02/2009","0863","","SFO"
"UA","04/04/2009","0005","","SFO"
"UA","04/06/2009","0737","","LAX"
"UA","04/06/2009","0863","","SFO"
"UA","05/10/2009","0023","","LAX"
"UA","08/06/2009","0015","","SFO"
"UA","11/04/2009","0891","","LAX"
"UA","12/04/2009","0015","","SFO"
"UA","12/19/2009","0019","","SFO"
"UA","12/19/2009","0025","","LAX"
"UA","12/19/2009","0027","","LAX"
"UA","12/19/2009","0029","","LAX"
"UA","12/19/2009","0863","","SFO"
"UA","12/20/2009","0005","","SFO"
"UA","12/20/2009","0007","","SFO"
"UA","12/20/2009","0027","","LAX"
"UA","12/20/2009","0053","","LAX"
"UA","12/20/2009","0642","","SFO"
"UA","12/20/2009","0891","","LAX"
"UA","02/06/2010","0005","","SFO"
"UA","02/06/2010","0891","","LAX"
"UA","02/10/2010","0005","","SFO"
"UA","02/10/2010","0007","","SFO"
"UA","02/10/2010","0015","","SFO"
"UA","02/10/2010","0019","","SFO"
"UA","02/10/2010","0023","","LAX"
"UA","02/10/2010","0025","","LAX"
"UA","02/10/2010","0027","","LAX"
"UA","02/10/2010","0029","","LAX"
"UA","02/10/2010","0053","","LAX"
"UA","02/10/2010","0642","","SFO"
"UA","02/10/2010","0863","","SFO"
"UA","02/10/2010","0891","","LAX"
"UA","02/10/2010","0893","","SFO"
"UA","02/11/2010","0007","","SFO"
"UA","02/11/2010","0893","","SFO"
"UA","02/26/2010","0005","","SFO"
"UA","02/26/2010","0007","","SFO"
"UA","02/26/2010","0015","","SFO"
"UA","02/26/2010","0023","","LAX"
"UA","02/26/2010","0053","","LAX"
"UA","02/26/2010","0642","","SFO"
"UA","02/26/2010","0891","","LAX"
"UA","02/26/2010","0893","","SFO"
"UA","03/13/2010","0025","","LAX"
"UA","03/13/2010","0863","","SFO"
"UA","03/24/2010","0019","","SFO"
"UA","04/08/2010","0007","","SFO"
"UA","04/09/2010","0015","","SFO"
"UA","05/22/2010","0015","","SFO"
"UA","07/22/2010","0863","","SFO"
"UA","08/02/2010","0863","","SFO"
"UA","08/03/2010","0015","","SFO"
"UA","12/26/2010","0015","N510UA","SFO"
"UA","12/26/2010","0019","","SFO"
"UA","12/26/2010","0025","","LAX"
"UA","12/26/2010","0511","","LAX"
"UA","12/26/2010","0863","","SFO"
"UA","12/27/2010","0007","","SFO"
"UA","12/27/2010","0015","","SFO"
"UA","12/27/2010","0019","","SFO"
"UA","12/27/2010","0023","","LAX"
"UA","12/27/2010","0025","","LAX"
"UA","12/27/2010","0027","","LAX"
"UA","12/27/2010","0053","","LAX"
"UA","12/27/2010","0303","","SFO"
"UA","12/27/2010","0511","","LAX"
"UA","12/27/2010","0642","","SFO"
"UA","12/27/2010","0863","","SFO"
"UA","12/27/2010","0891","","LAX"
"UA","12/28/2010","0025","","LAX"
"UA","12/28/2010","0303","","SFO"
"UA","12/28/2010","0863","","SFO"
"UA","12/28/2010","0891","","LAX"
"UA","12/29/2010","0303","","SFO"
"UA","01/12/2011","0005","","SFO"
"UA","01/12/2011","0007","","SFO"
"UA","01/12/2011","0015","","SFO"
"UA","01/12/2011","0023","","LAX"
"UA","01/12/2011","0053","","LAX"
"UA","01/12/2011","0303","","SFO"
"UA","01/12/2011","0642","","SFO"
"UA","01/12/2011","0891","","LAX"
"UA","01/21/2011","0303","","SFO"
"UA","01/21/2011","0891","","LAX"
"UA","01/26/2011","0011","","LAX"
"UA","01/27/2011","0005","","SFO"
"UA","01/27/2011","0007","","SFO"
"UA","01/27/2011","0015","","SFO"
"UA","01/27/2011","0023","","LAX"
"UA","01/27/2011","0053","","LAX"
"UA","01/27/2011","0303","","SFO"
"UA","01/27/2011","0642","","SFO"
"UA","01/27/2011","0891","","LAX"
"UA","02/01/2011","0011","","LAX"
"UA","02/01/2011","0015","","SFO"
"UA","02/01/2011","0019","","SFO"
"UA","02/01/2011","0025","","LAX"
"UA","02/01/2011","0027","","LAX"
"UA","02/01/2011","0863","","SFO"
"UA","02/02/2011","0005","","SFO"
"UA","02/02/2011","0007","","SFO"
"UA","02/02/2011","0023","","LAX"
"UA","02/02/2011","0027","","LAX"
"UA","02/02/2011","0053","","LAX"
"UA","02/02/2011","0303","","SFO"
"UA","02/02/2011","0642","","SFO"
"UA","02/02/2011","0891","","LAX"
"UA","04/24/2011","0019","N518UA","SFO"
"UA","04/27/2011","0015","","SFO"
"UA","04/27/2011","0891","","LAX"
"UA","05/06/2011","0995","","SFO"
"UA","06/17/2011","0394","","LAX"
"UA","07/07/2011","0299","","SFO"
"UA","07/14/2011","0891","","LAX"
"UA","07/23/2011","0275","","LAX"
"UA","07/23/2011","0642","N532UA","SFO"
"UA","08/02/2011","0303","","SFO"
"UA","08/14/2011","0346","","SFO"
"UA","08/27/2011","0253","","SFO"
"UA","08/27/2011","0268","","LAX"
"UA","08/27/2011","0275","","LAX"
"UA","08/27/2011","0299","","SFO"
"UA","08/27/2011","0303","","SFO"
"UA","08/27/2011","0466","","LAX"
"UA","08/27/2011","0497","","LAX"
"UA","08/27/2011","0642","","SFO"
"UA","08/27/2011","0863","","SFO"
"UA","08/27/2011","0891","","LAX"
"UA","08/28/2011","0253","","SFO"
"UA","08/28/2011","0255","","LAX"
"UA","08/28/2011","0268","","LAX"
"UA","08/28/2011","0299","","SFO"
"UA","08/28/2011","0303","","SFO"
"UA","08/28/2011","0340","","LAX"
"UA","08/28/2011","0346","","SFO"
"UA","08/28/2011","0497","","LAX"
"UA","08/28/2011","0642","","SFO"
"UA","08/28/2011","0712","","LAX"
"UA","08/28/2011","0863","","SFO"
"UA","08/29/2011","0303","","SFO"
"UA","08/29/2011","0346","","SFO"
"UA","08/29/2011","0397","","SFO"
"UA","08/29/2011","0443","","LAX"
"UA","08/29/2011","0642","","SFO"
"UA","08/29/2011","0703","","LAX"
"UA","08/29/2011","0891","","LAX"
"UA","10/18/2011","0535","","LAX"
"UA","12/01/2011","0535","","LAX"
"UA","12/12/2011","0642","","SFO"
"UA","01/31/2012","0257","","SFO"
"UA","02/05/2012","0389","","SFO"
"UA","03/06/2012","0994","","SFO"
"UA","04/16/2012","0397","N532UA","SFO"
"UA","05/14/2012","0619","","SFO"
"UA","05/24/2012","0535","","LAX"
"UA","05/26/2012","0257","","SFO"
"UA","06/01/2012","0759","","SFO"
"UA","06/22/2012","0863","","SFO"
"UA","07/01/2012","0863","N502UA","SFO"
"UA","07/15/2012","0303","","SFO"
"UA","07/15/2012","0389","","SFO"
"UA","07/15/2012","0535","N505UA","LAX"
"UA","07/15/2012","0655","","LAX"
"UA","07/27/2012","0642","","SFO"
"UA","08/05/2012","0305","N555UA","SFO"
"UA","08/09/2012","0367","","SFO"
"UA","08/10/2012","0389","","SFO"
"UA","08/11/2012","0642","","SFO"
"UA","08/13/2012","0257","","SFO"
"UA","09/05/2012","0514","N555UA","SFO"
"UA","09/08/2012","0292","","SFO"
"UA","09/13/2012","0397","","SFO"
"UA","10/03/2012","1118","","LAX"
"UA","10/28/2012","0389","","SFO"
"UA","10/28/2012","0771","","LAX"
"UA","10/29/2012","0073","","LAX"
"UA","10/29/2012","0161","","LAX"
"UA","10/29/2012","0303","","SFO"
"UA","10/29/2012","0389","","SFO"
"UA","10/29/2012","0397","","SFO"
"UA","10/29/2012","0443","","LAX"
"UA","10/29/2012","0512","","SFO"
"UA","10/29/2012","0519","","SFO"
"UA","10/29/2012","0535","","LAX"
"UA","10/29/2012","0557","","SFO"
"UA","10/29/2012","0642","","SFO"
"UA","10/29/2012","0703","","LAX"
"UA","10/29/2012","0771","","LAX"
"UA","10/30/2012","0161","","LAX"
"UA","10/30/2012","0257","","SFO"
"UA","10/30/2012","0353","","SFO"
"UA","10/30/2012","0389","","SFO"
