Detailed Statistics Cancellation  
Origin Airport: Denver, CO: Denver International (DEN)
Airline: American Airlines Inc. (AA)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021 and 2022

Carrier Code,Date (MM/DD/YYYY),Flight_Number,Tail Number,Destination Airport
"AA","03/09/2004","0418","","ORD"
"AA","03/17/2004","0520","","ORD"
"AA","03/21/2004","2844","","DFW"
"AA","03/23/2004","1926","","DFW"
"AA","03/26/2004","2016","","ORD"
"AA","04/03/2004","2844","","DFW"
"AA","04/08/2004","2940","","DFW"
"AA","04/11/2004","2906","","DFW"
"AA","04/13/2004","2866","","DFW"
"AA","04/13/2004","2940","","DFW"
"AA","04/22/2004","0878","","DFW"
"AA","04/23/2004","1824","","DFW"
"AA","04/25/2004","0878","","DFW"
"AA","04/26/2004","1824","","DFW"
"AA","04/27/2004","1824","","DFW"
"AA","04/28/2004","0872","","ORD"
"AA","04/28/2004","0878","","DFW"
"AA","04/28/2004","2276","","ORD"
"AA","05/03/2004","2830","","DFW"
"AA","05/07/2004","1469","","LAX"
"AA","05/09/2004","2832","","DFW"
"AA","05/12/2004","2014","","ORD"
"AA","05/13/2004","1042","","DFW"
"AA","05/13/2004","2836","","DFW"
"AA","05/13/2004","2866","","DFW"
"AA","05/17/2004","1519","","LAX"
"AA","05/17/2004","2014","","ORD"
"AA","05/20/2004","1469","","LAX"
"AA","05/21/2004","0520","","ORD"
"AA","05/21/2004","2014","","ORD"
"AA","05/22/2004","0702","","ORD"
"AA","05/23/2004","0520","","ORD"
"AA","05/27/2004","2836","","DFW"
"AA","05/27/2004","2866","","DFW"
"AA","05/30/2004","0370","","ORD"
"AA","05/30/2004","2014","","ORD"
"AA","05/31/2004","1304","","ORD"
"AA","06/02/2004","1503","","DFW"
"AA","06/02/2004","1519","","LAX"
"AA","06/03/2004","1503","","DFW"
"AA","06/10/2004","0370","","ORD"
"AA","06/18/2004","2832","","DFW"
"AA","06/21/2004","1210","","ORD"
"AA","06/23/2004","2836","","DFW"
"AA","06/25/2004","2442","","DFW"
"AA","06/26/2004","0677","","LAX"
"AA","06/28/2004","1526","","ORD"
"AA","07/09/2004","2824","","DFW"
"AA","07/16/2004","1469","","LAX"
"AA","07/22/2004","1532","","ORD"
"AA","07/22/2004","2838","","DFW"
"AA","07/28/2004","0580","","DFW"
"AA","07/28/2004","1902","","DFW"
"AA","07/28/2004","2868","","DFW"
"AA","07/29/2004","1503","","DFW"
